Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt,Student Mistake Prompt
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,"What is the definition of a function, and can you give an example of one?",Student thinks a function can have the same input yield multiple outputs.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and how does it differ from just any relation between two sets of numbers?,Student thinks that any pair of numbers can represent a function without understanding the concept of input and output.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,Is the equation y = 2x + 3 a function?,Student believes that only equations with 'y' isolated on one side are functions.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and how do you represent it on a graph?,Student believes that a function can assign two different outputs for the same input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function in relation to inputs and outputs?,Student believes that a function can have multiple outputs for the same input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,Define what a function is and give an example.,Student believes that a function can have multiple outputs for a single input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and how can it represent a relationship between two quantities?,Student believes that a function can have the same output for multiple different inputs.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,Is the relation between x and y defined by y = x^2 a function?,"Student thinks that since multiple x-values can produce the same y-value, it is not a function.",
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,Is the relationship described by 'y = x^2' a function?,Student believes that every relationship can be represented as a function without checking if each input has a unique output.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,"What is a function, and how do you determine if a relation is a function?",Student thinks that a relation can be a function even if it assigns multiple outputs to a single input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual Error,"Identify whether the relationship between x and y in the table is a function: x = {1, 2, 3, 2}, y = {5, 6, 7, 6}.","Student believes that since each x value appears at least once, it forms a function.",
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,"What is a function, and how can you identify one from a set of points on a graph?",Student believes that a function can have multiple outputs for a single input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is the difference between a function and a relation?,Student believes that a function can output multiple values for the same input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is the definition of a function?,Student thinks a function can have two outputs for the same input.,
K8,Algebra,Understanding the concept of a function and using functions to describe quantitative relationships,Conceptual,What is a function and how can you tell if a relationship is a function?,"Student believes that all relationships with inputs and outputs are functions, without considering if any input can have multiple outputs.",
