Grade,Topic,Sub-topic,Challenge Type,Student Mistake Prompt,Problem
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,"Students often mistakenly use the conversion factor for yards to meters (1 yard = 0.9144 meters) instead of miles to kilometers (1 mile = 1.60934 kilometers), leading to an incorrect answer."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 4 feet to meters.,"Students often mistakenly think that 1 foot is equal to 1 meter, when in reality 1 foot is approximately 0.3048 meters. So, the correct conversion would be 4 feet multiplied by 0.3048 meters/foot, resulting in approximately 1.2192 meters."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to centimeters.,I multiplied by 10 to get 20 centimeters because I thought 1 foot is equal to 10 centimeters.
K2,Measurement,use metric and standard units,Converting between metric and standard units,Convert 200 centimeters to inches.,Students often forget to divide by 2.54 when converting centimeters to inches.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 5 feet to meters.,"The student mistakenly multiplied 5 feet by 1 meter, instead of using the conversion factor of 1 foot = 0.3048 meters."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 3 feet to centimeters.,"Students often forget that 1 foot is equal to 30.48 centimeters, so they may incorrectly multiply by 100 instead of using the correct conversion factor of 30.48."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,I don't know how to convert feet to meters. It's too difficult.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,Student mistakenly converts feet to centimeters instead of meters.
K2,Measurement,use metric and standard units,Conversion between units,Convert 3 feet to meters.,You cannot simply multiply by the conversion factor 0.3048. You must divide by it since 1 meter is approximately 3.28084 feet.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to centimeters.,"Students often mistakenly use the conversion factor for meters to centimeters instead of feet to centimeters, resulting in an incorrect answer."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,"I converted by multiplying by 2.54 instead of dividing by 3.281. Remember, to convert feet to meters, you need to divide by 3.281, not multiply by 2.54. "
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,"Students often forget to use the conversion factor 1 mile = 1.60934 kilometers, and end up using an incorrect conversion rate."
K2,Measurement,use metric and standard units,Misconception of unit conversion,Convert 2 miles to meters.,"Students often forget to multiply by the conversion factor of 1609.34, resulting in an incorrect answer."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers.,"I thought 1 mile is equal to 1 kilometer, so 2 miles must be 2 kilometers."
K2,Measurement,use metric and standard units,Conversion of units,Convert 5 feet to meters.,"Since 1 foot is about 0.3 meters, 5 feet is equal to 15 meters."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,"Students often forget to apply the conversion factor of 0.3048 meters per foot, leading to an incorrect conversion result."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 3 feet to meters.,"Students often forget that 1 foot is equal to 0.3048 meters, so they might mistakenly multiply by 100 or use the conversion factor for a different unit."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,I converted 2 feet to 2 meters instead of correctly converting it to approximately 0.61 meters.
K2,Measurement,use metric and standard units,Conversion of Units,Convert 3 feet to meters.,"Many students mistakenly use the conversion factor 1 foot = 12 inches, instead of the correct conversion factor of 1 foot = 0.3048 meters."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 2 meters to feet.,"Many students mistakenly think 1 meter is equal to 1 foot, so they incorrectly multiply 2 meters by 1 foot instead of the correct conversion rate of 1 meter = 3.28084 feet."
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 3 feet to centimeters.,I converted 3 feet to 3 centimeters instead of using the conversion factor of 1 foot is approximately equal to 30.48 centimeters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,Student mistakenly multiplied 2 feet by 100 to convert to meters instead of using the conversion factor of 1 foot = 0.3048 meters.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers,Student mistakenly uses the conversion factor for feet to kilometers instead of miles to kilometers.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 miles to kilometers,"Student incorrectly multiplied 2 miles by 1000 to get 2000 kilometers, not realizing that the conversion factor is actually 1 mile = 1.60934 kilometers"
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 3 feet to centimeters.,"Students often forget to multiply by the conversion factor, which in this case is 30. So, they might directly multiply by 100 thinking there are 100 centimeters in 1 meter, which leads to an incorrect answer."
K2,Measurement,use metric and standard units,Confusion between metric and standard units,"Samantha wants to convert her weight from pounds to kilograms. If she weighs 150 pounds, how many kilograms does she weigh? Use the conversion factor: 1 pound = 0.4536 kilograms.",Samantha multiplied 150 pounds by 0.4536 and got 68.04 kilograms. She forgot to divide instead of multiply when converting from pounds to kilograms.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 5 feet to meters.,I don't know if I should use feet or meters. I always get them mixed up.
K2,Measurement,use metric and standard units,Confusion between metric and standard units,Convert 2 feet to meters.,Student incorrectly converts feet to centimeters instead of meters.
K2,Measurement,use metric and standard units,Conversion between metric and standard units,Convert 2 miles to kilometers.,"Students often mistakenly multiply by 1.609 instead of dividing by 0.621 to convert miles to kilometers. Remember, to convert miles to kilometers, you should divide by 0.621."
