Grade,Topic,Sub-topic,Challenge Type,Problem,Student Mistake Prompt
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual Error,"Given the ordered pairs (1, 4), (2, 7), and (3, k), find the value of k if the relationship is linear.",Assuming k = 9 without calculating.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural,Solve for x: 2(x - 3) = 10,Adding 2 and 3 instead of multiplying
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Algebra: Analyzing Relationships,"If y = 2x + 3, find y when x = 0.",Mistaking the constant term as rate of change.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Algebraic Reasoning,"If y = 2x, what happens if x is multiplied by 3?",Y becomes 32x.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual,What does the slope represent in the equation y = 2x + 3?,Student thinking the slope is the y-intercept.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Algebraic Misconception,"If y = 2x, what does y = 8x represent?",Interpreting exponent as multiplication
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Fluency,"If f(x) = x^2, find f'(x).",Mismatching f(x) notation with derivative notation.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual,What does a negative slope indicate in the equation y = -2x + 5?,Student thinks a negative slope always means a decrease in y.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural,Find the domain of f(x) = sqrt(x^2 - 1),Mistaking the domain for all real numbers
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Data Analysis,"If y = 2x represents the number of books read, and x = 5, what does it mean?",Interpreting the result as y = 5 and not understanding the relationship between x and y.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual Mistake,"For f(x) = 3x, what is the slope and what does it represent?",Student confuses slope (3) with function value at x=3.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural,"Given f(x) = |x - 2|, find f(2).",Mistakenly not substituting x = 2 into the function.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Graphical Representation,Graph the function f(x) = x^2 + 2x,"Labeling the vertex as (2, 4) instead of (-1, -1)"
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual Error,What is the limit of (x^2 - 1) / (x - 1) as x approaches 1?,Assuming direct substitution is valid without simplifying.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Error,Solve f(x) = g(x) when f(x) = 2x + 3 and g(x) = 3x - 1.,Mistakenly changing the relationships between functions while solving.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual Error,Is it possible for a function to have more than one y-value for a given x?,Assuming a function can have multiple y-values for a unique x.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Misconception,Evaluate f(x) = x^2 + 2x - 1 when x = 0 and x = -1.,-x^2 is assumed to be x = -1 instead of x = 0.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Misinterpretation,"What is the slope of the line passing through (2, 3) and (4, 7)?",Reading the slope upside down as -4/2 instead of 4/2.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Misconception,What does it mean for the derivative of a function to be 10 at x=3?,Interpreting the value as a point on the function rather than a rate of change.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Misconception,What is the rate of change in the function f(x) = 2x^2?,Misinterpretation of rate of change as constant instead of variable.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Linear Regression,"If y is the number of hours studied and x is the test score, what does a negative slope in the regression line indicate?",Student might think negative slope always means bad performance.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual Error,What does a negative value of x^2 mean in a real-world problem?,Interpreting x^2 as negative in error when it represents a squared value.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual Error,Calculate the vertex of the function y = x^2 + 4x - 5.,Adding 4x rather than completing the square before dividing by 2.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual Error,"If y varies directly as x and y = 10 when x = 2, find y when x = 5.",Assuming y = kx is always the correct form without considering variations.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual Error,"Given the equation f(x) = 2x^2, find the output value for an input of x = 3.",Misinterpreting x as a constant or coefficient in the equation.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Conceptual Error,"If y = 3x + 2, what is y when x = -1?",Configuring equation incorrectly
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual Error,What does R^2 = 0.9 represent in this context?,Student misinterprets the meaning of R^2.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual,What does the y-intercept represent in the context of this problem: y = 3x + 2?,Student thinks the y-intercept refers to the rate of change.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Conceptual,Explain the relationship between y = 2x and y = x + 5.,Combining them as y = 3x + 5.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Misunderstanding,Solve for x: 2(x + 3) = 14,x + 3 is treated as x * 3
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Procedural Error,What is the limit of f(x) = x^2 as x approaches 2?,Student calculates the value of x^2 directly instead of understanding the concept of limits.
K6,Algebra,Analyzing and using relationships between dependent and independent variables,Symbolic Manipulation,"If y = x^4, what is y' using power rule differentiation?",Student differentiates x^4 as x^3 instead of 4x^3.
