Sample,Grade,Topic,Sub-topic,Challenge Type,Student Mistake
17,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 457 + 238, the student might align the numbers incorrectly and add digits in wrong columns, such as adding 7+8 in the hundreds place instead of the ones place"
18,K3,Numbers and Operations,"adding and subtracting within 1,000",Computational Error,"When subtracting 346 - 178, the student struggles with borrowing across place values and writes 168 instead of the correct answer 168, showing difficulty understanding regrouping in subtraction"
19,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 456 + 279, the student might align digits incorrectly and add without understanding place value, potentially resulting in an answer like 5715 by adding each column without regrouping or carrying"
20,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value confusion,"When adding 456 + 287, the student might align digits incorrectly and add without respect to place value, potentially resulting in an answer like 5713 by adding each column without carrying"
21,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 456 + 289, the student aligns digits incorrectly and adds without understanding place value, potentially resulting in an answer like 5315 by adding 6+9 in ones place, 5+8 in tens place, and 4+2 in hundreds place without proper regrouping"
22,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding multi-digit numbers, the student struggles to align digits in correct columns, leading to incorrect regrouping and carrying of tens and hundreds"
23,K3,Numbers and Operations,"adding and subtracting within 1,000",Procedural Error,"When subtracting three-digit numbers, the student attempts to subtract each digit independently without properly regrouping, leading to an incorrect result"
24,K3,Numbers and Operations,"adding and subtracting within 1,000",Number alignment error,"The student vertically misaligns digits when adding multi-digit numbers, causing incorrect carrying and place value understanding"
25,K3,Numbers and Operations,"adding and subtracting within 1,000",Place Value Error,"When adding 476 + 298, the student aligns the digits incorrectly and adds without understanding place value, resulting in 6114 instead of 774"
26,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value confusion,"When adding 456 + 279, the student might align digits incorrectly, potentially adding '5+7' in the tens place and '6+9' in the ones place without understanding place value alignment"
27,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 456 + 289, the student might align digits incorrectly or carry over numbers improperly, resulting in an incorrect sum due to not fully grasping place value positioning"
28,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 456 + 278, the student might align the digits vertically but incorrectly add across columns without understanding place value, potentially resulting in an answer like 5714 by adding each column sequentially without regrouping or carrying."
29,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value confusion,"When adding 247 + 358, the student might align the numbers incorrectly and add columns without understanding place value, potentially resulting in an answer like 5715 by improperly carrying and placing digits"
30,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding 428 + 356, the student might align digits incorrectly and add without carrying, resulting in 774 instead of 784, showing confusion about regrouping in the hundreds place"
31,K3,Numbers and Operations,"adding and subtracting within 1,000",Place Value Confusion,"When solving 456 - 278, the student might subtract digit by digit without understanding regrouping, potentially resulting in an incorrect answer like 278 instead of recognizing the need to borrow from higher place values"
32,K3,Numbers and Operations,"adding and subtracting within 1,000",Procedural error,"When subtracting a two-digit number from a three-digit number, the student forgets to borrow across place values and simply tries to subtract the top digit from the bottom digit, resulting in a negative or incorrect answer"
33,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When subtracting 456 - 178, the student might incorrectly subtract each digit independently without understanding regrouping, potentially resulting in an answer like 378 by simply subtracting 4-1, 5-7, and 6-8 without carrying or borrowing"
34,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misunderstanding,"When adding 456 + 279, the student might align the digits incorrectly and add without carrying over, resulting in 5715 instead of 735"
35,K3,Numbers and Operations,"adding and subtracting within 1,000",Place value misconception,"When adding two three-digit numbers, the student might incorrectly align digits and add across columns without understanding regrouping, leading to incorrect results"
